HC_ID,Date,date,month,day,year,proposal,status_result,text,Link,article_source_id,status_extra,From,from_name,from_latitude,from_longitude,from_adm1_code_full,from_adm1_nr,from_adm1_name,from_country_code,To,to_name,to_latitude,to_longitude,to_adm1_code_full,to_adm1_nr,to_adm1_name,to_country_code
111,17.03.22,2022-03-17,3,17,2022,Agreed,unsuccessful/disrupted,"Status: unsuccessful; KYIV. March 18 (Interfax-Ukraine) - Eight of the nine humanitarian corridors planned for March 17 worked, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.
 
 ""Eight of the planned nine humanitarian corridors worked today. [...] The corridor for humanitarian assistance from Kharkiv to Vovchansk did not work. We continue working on coordinating routes for delivering humanitarian assistance,"" Vereshchuk told a briefing on Thursday evening.  see source: https://interfax.com/newsroom/top-stories/76962/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76962/?sphrase_id=81982,src-187,unsuccessful,Kharkiv,Kharkiv,49.98081,36.25272,UA.07,7,Kharkiv,UA,Vovchansk,Vovchansk,50.29078,36.94108,UA.07,7,Kharkiv,UA
112,17.03.22,2022-03-17,3,17,2022,Ukraine,successful,"Status: successful evacuation of civilians; KYIV. March 18 (Interfax-Ukraine) - A total of 3,810 people were evacuated via humanitarian corridors over the past 24 hours, Office of President of Ukraine deputy head Kyrylo Tymoshenko said.
 
 In particular, 2,000 residents of Mariupol were able to reach Zaporizhzhya. Another 1,810 residents of Vorzel, Bucha, Hostomel, Shevchenkove, and Borodianka are safe.  see source: https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982,src-188,successful evacuation of civilians,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
119,17.03.22,2022-03-17,3,17,2022,Ukraine,successful,"Status: successful; Thirty-six tonnes of humanitarian assistance in the form of food and medications was also delivered to Hostomel, Bucha, and the villages of Semypolky, Markivtsy, and Apanasov.  see source: https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982,src-192,successful,Shevchenkove,Shevchenkove,46.90661,32.21261,UA.16,16,Mykolayiv Oblast,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
120,17.03.22,2022-03-17,3,17,2022,Ukraine,successful,"Status: successful; Thirty-six tonnes of humanitarian assistance in the form of food and medications was also delivered to Hostomel, Bucha, and the villages of Semypolky, Markivtsy, and Apanasov; Twenty buses carrying some 160 people left Borodianka, Kyiv region, for Zhytomyr.  see source: https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982 ;;;; https://interfax.com/newsroom/top-stories/76962/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982 ;;;; https://interfax.com/newsroom/top-stories/76962/?sphrase_id=81982,src-193,successful,Borodianka,Borodianka,50.64484,29.9201,UA.13,13,Kiev,UA,Zhytomyr,Zhytomyr,50.26487,28.67669,UA.27,27,Zhytomyr,UA
127,18.03.22,2022-03-18,3,18,2022,Ukraine,successful,"Status: successful; KYIV. March 19 (Interfax-Ukraine) - Seven out of nine humanitarian corridors operated on Friday, 9,145 people were evacuated, Ukrainian Deputy Prime Minister, Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.
 
 A total of 4,972 people were evacuated from Mariupol to Zaporizhzhya, 4,173 people from Sumy region, [including] 3,296 from Sumy, 246 from Trostianets, 50 from Lebedyn, 400 from Konotop, 146 from the Krasnopillia village, 41 from Bolsha Pysarivka. 7 out of 9 functioning; 2 non-functioning not identified ;;; KYIV. March 20 (Interfax-Ukraine) - Eight out of ten humanitarian corridors worked on March 18 to help evacuate 6,623 people, Ukrainian Deputy Prime Minister, Minister for Reintegration of Temporary Occupied Territories Iryna Vereshchuk said in her video address on Saturday. (https://interfax.com/newsroom/top-stories/77067/?sphrase_id=81981) see source: https://interfax.com/newsroom/top-stories/77041/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/77041/?sphrase_id=81982,src-194,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
128,19.03.22,2022-03-19,3,19,2022,Ukraine,successful,"Status: successful; KYIV. March 19 (Interfax-Ukraine) - Another 471 people came to Zaporizhzhya from Mariupol and Berdyansk on Saturday morning, head of the Kyiv-controlled Zaporizhzhya regional military administration Oleksandr Starukh said. ;;;;; There is a corridor approved in the Donetsk region, and a convoy has left Mariupol for Zaporizhzhya to transport Mariupol residents awaiting evacuation in Berdyansk, she said.
 
 ""The buses will be accompanied by trucks carrying food to the centers assisting Mariupol residents in Berdyansk. All Mariupol residents who come to Mangush, including by foot, are given necessary assistance. Their transportation to Berdyansk by bus will begin today,"" Vereshchuk said. overnight operation, started Friday 18.03.2022, evaucation from Mariupol to Zaporizhzhya via Berdyansk (?) see source: https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-195,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
129,19.03.22,2022-03-19,3,19,2022,Ukraine,successful,"Status: successful; KYIV. March 19 (Interfax-Ukraine) - Another 471 people came to Zaporizhzhya from Mariupol and Berdyansk on Saturday morning, head of the Kyiv-controlled Zaporizhzhya regional military administration Oleksandr Starukh said. ;;;;; There is a corridor approved in the Donetsk region, and a convoy has left Mariupol for Zaporizhzhya to transport Mariupol residents awaiting evacuation in Berdyansk, she said.
 
 ""The buses will be accompanied by trucks carrying food to the centers assisting Mariupol residents in Berdyansk. All Mariupol residents who come to Mangush, including by foot, are given necessary assistance. Their transportation to Berdyansk by bus will begin today,"" Vereshchuk said. overnight operation, started Friday 18.03.2022, evaucation from Mariupol to Zaporizhzhya via Berdyansk (?) see source: https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-196,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
136,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,proposed route/outcome unknown,Mokrets,Mokrets,51.02014,24.40307,UA.24,24,Volyn,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
137,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,proposed route/outcome unknown,Zavorychy,,50.70674,31.13529,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
138,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,proposed route/outcome unknown,Kalyta,Kalyta,50.75198,31.02351,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
139,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,proposed route/outcome unknown,Semypolky,Semypolky,50.72627,30.93441,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
141,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,proposed route/outcome unknown,Rozhny,Rozhny,50.6669,30.73503,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
142,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,proposed route/outcome unknown,Pukhovka,,50.6097,30.7177,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
143,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,proposed route/outcome unknown,Zazimye,,50.56923,30.67319,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
144,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,proposed route/outcome unknown,Bucha,Bucha,50.58333,30.36667,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
145,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,proposed route/outcome unknown,Vorzel,Vorzel,50.5444,30.15305,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
146,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,proposed route/outcome unknown,Mykhailivska Rubezhivka,,50.50028,30.14583,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
147,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,proposed route/outcome unknown,Zabuchye,,50.4961,30.17014,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
148,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,proposed route/outcome unknown,Dmytrivka,Dmytrivka,50.60285,29.78394,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
149,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,proposed route/outcome unknown,Kapytanivka,,48.91686,31.71599,UA.10,10,Kirovohrad Oblast,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
150,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,proposed route/outcome unknown,Stoyanka,,50.45116,30.22691,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
152,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is a route from Bohdanivka to Brovary, which goes through Nova Bohdanivka - Rudnya - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-4,proposed route/outcome unknown,Bohdanivka,Bohdanivka,49.85,24.43333,UA.15,15,Lviv Oblast,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
153,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is a route from Bohdanivka to Brovary, which goes through Nova Bohdanivka - Rudnya - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-4,proposed route/outcome unknown,Nova Bohdanivka,,50.6476,30.90596,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
154,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is a route from Bohdanivka to Brovary, which goes through Nova Bohdanivka - Rudnya - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-4,proposed route/outcome unknown,Rudnya,Rudnya,51.25,26.6,UA.19,19,Rivne,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
156,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is a route from Bohdanivka to Brovary, which goes through Nova Bohdanivka - Rudnya - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-4,proposed route/outcome unknown,Rozhny,Rozhny,50.6669,30.73503,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
157,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is a route from Bohdanivka to Brovary, which goes through Nova Bohdanivka - Rudnya - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-4,proposed route/outcome unknown,Pukhovka,,50.6097,30.7177,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
158,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is a route from Bohdanivka to Brovary, which goes through Nova Bohdanivka - Rudnya - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-4,proposed route/outcome unknown,Zazimye,,50.56923,30.67319,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
159,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The route from Borodynka to Bila Tservka goes through Piskovka, Bila Krynytsa, Kocherov, Brusilov and Fastov.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-9,proposed route/outcome unknown,Borodynka,,50.64225,29.91404,UA.13,13,Kiev,UA,Bila Tservka,Bila,48.31803,25.88124,UA.03,3,Chernivtsi Oblast,UA
161,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The route from Borodynka to Bila Tservka goes through Piskovka, Bila Krynytsa, Kocherov, Brusilov and Fastov.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-9,proposed route/outcome unknown,Bila Krynytsa,Bila,48.31803,25.88124,UA.03,3,Chernivtsi Oblast,UA,Bila Tservka,Bila,48.31803,25.88124,UA.03,3,Chernivtsi Oblast,UA
162,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The route from Borodynka to Bila Tservka goes through Piskovka, Bila Krynytsa, Kocherov, Brusilov and Fastov.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-9,proposed route/outcome unknown,Kocherov,,50.35885,29.3502,UA.27,27,Zhytomyr,UA,Bila Tservka,Bila,48.31803,25.88124,UA.03,3,Chernivtsi Oblast,UA
163,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The route from Borodynka to Bila Tservka goes through Piskovka, Bila Krynytsa, Kocherov, Brusilov and Fastov.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-9,proposed route/outcome unknown,Brusilov,,50.28774,29.51185,UA.27,27,Zhytomyr,UA,Bila Tservka,Bila,48.31803,25.88124,UA.03,3,Chernivtsi Oblast,UA
164,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The route from Borodynka to Bila Tservka goes through Piskovka, Bila Krynytsa, Kocherov, Brusilov and Fastov.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-9,proposed route/outcome unknown,Fastov,,50.06586,29.90439,UA.13,13,Kiev,UA,Bila Tservka,Bila,48.31803,25.88124,UA.03,3,Chernivtsi Oblast,UA
165,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; In the Luhansk region, there is a route from Lysychansk to Bakhmut and from Sievierodonetsk to Bakhmut: Bakhmut - Lysychansk - Sievierodonetsk.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-41,proposed route/outcome unknown,Lysychansk,Lysychansk,48.90421,38.44094,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
166,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; In the Luhansk region, there is a route from Lysychansk to Bakhmut and from Sievierodonetsk to Bakhmut: Bakhmut - Lysychansk - Sievierodonetsk.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-41,proposed route/outcome unknown,Sievierodonetsk,Sievierodonetsk,48.94628,38.48624,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
167,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; In the Luhansk region, there is a route from Lysychansk to Bakhmut and from Sievierodonetsk to Bakhmut: Bakhmut - Lysychansk - Sievierodonetsk. There is also a route from Rubizhne to Bakhmut: Bakhmut - Lysychansk - Sievierodonetsk - Rubizhne, and a route from Popasna to Bakhmut and back.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-34,proposed route/outcome unknown,Rubizhne,Rubizhne,50.1653,36.82525,UA.07,7,Kharkiv,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
168,19.03.22,2022-03-19,3,19,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; In the Luhansk region, there is a route from Lysychansk to Bakhmut and from Sievierodonetsk to Bakhmut: Bakhmut - Lysychansk - Sievierodonetsk. There is also a route from Rubizhne to Bakhmut: Bakhmut - Lysychansk - Sievierodonetsk - Rubizhne, and a route from Popasna to Bakhmut and back.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-34,proposed route/outcome unknown,Popasna,Popasna,48.63328,38.37804,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
173,20.03.22,2022-03-20,3,20,2022,Ukraine,successful,"Status: successful; A total of 3,985 people were evacuated from Mariupol to Zaporizhzhya by bus from Berdiansk and by personal transport, she said. ""Tomorrow morning, we plan to send some 50 buses from Zaporizhzhya in the direction of Mariupol,"" Vereshchuk said in a video address on Sunday evening.  see source: https://interfax.com/newsroom/top-stories/77087/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77087/?sphrase_id=81981,src-171,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
176,20.03.22,2022-03-20,3,20,2022,Ukraine,successful,"Status: successful; In the Kyiv region, 2,000 people were evacuated from the village of Bobrik to Brovary and 1,130 people were evacuated from Tarasivka to Brovary.  see source: https://interfax.com/newsroom/top-stories/77087/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77087/?sphrase_id=81981,src-33,successful,Bobrik,Bobrik,51.2,29.6,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
177,20.03.22,2022-03-20,3,20,2022,Ukraine,successful,"Status: successful; In the Kyiv region, 2,000 people were evacuated from the village of Bobrik to Brovary and 1,130 people were evacuated from Tarasivka to Brovary.  see source: https://interfax.com/newsroom/top-stories/77087/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77087/?sphrase_id=81981,src-33,successful,Tarasivka,Tarasivka,51.5676,33.05113,UA.02,2,Chernihiv,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
178,21.03.22,2022-03-21,3,21,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. March 21 (Interfax-Ukraine) - Eight humanitarian corridors will be functioning in Ukraine on Monday, Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.
 
 ""The Donetsk region. Several routes will be functioning to evacuate people from Mariupol to Zaporizhzhya, namely from Berdyansk to Zaporizhzhya, from Mangush community to Zaporizhzhya, and from Mykilske to Zaporizhzhya. Buses departed Zaporizhzhya along said routes at 8:00 a.m.,"" Vereshchuk said in a video address on Monday.  see source: https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77095/?sphrase_id=81981,src-170,proposed route/outcome unknown,Berdyansk (Donetsk),Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
