id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
204585,UKR-2015-1-14210-130.1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""Agence France Presse,2015-05-26,Six killed in east Ukraine fighting: officials""",Agence France Presse,2015-05-26,Six killed in east Ukraine fighting: officials,rebels,2,Shyrokyne village,near Shyrokyne,Donetsk oblast,Novoazovsk raion,47.094565,37.815639,POINT (37.815639 47.094565),197716,Ukraine,369,Europe,1,2,2015-05-25T00:00:00,2015-05-26T00:00:00,0,4,0,0,4,4,4,369,
204587,UKR-2015-1-14210-130.2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""Agence France Presse,2015-05-26,Six killed in east Ukraine fighting: officials""",Agence France Presse,2015-05-26,Six killed in east Ukraine fighting: officials,Ukraine spokesman,1,Avdiivka town,Avdiivka Coke and Chemical Plant,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,POINT (37.745 48.145278),199156,Ukraine,369,Europe,1,2,2015-05-25T00:00:00,2015-05-26T00:00:00,0,0,1,0,1,1,1,369,
204588,UKR-2015-1-14210-131,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""Agence France Presse,2015-05-26,Six killed in east Ukraine fighting: officials"";""MemoryBook,2015-05-25,Shlyamar""",Agence France Presse;MemoryBook,2015-05-26;2015-05-25,Six killed in east Ukraine fighting: officials;Shlyamar,"pro-Kiev governor of Lugansk
Memorybook",2,Komishne,"near Komyshne, Stanychno-Luhansk district, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.715473,39.666954,POINT (39.666954 48.715473),199880,Ukraine,369,Europe,1,1,2015-05-25T00:00:00,2015-05-25T00:00:00,1,0,0,0,1,2,1,369,
204590,UKR-2015-1-14210-132,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""ITAR-TASS World Service,2015-05-26,Child, man killed in Gorlovka shelling by Ukrainian army - DPR Emergencies Ministry"";""ITAR-TASS World Service,2015-05-26,Three killed in Gorlovka shelling by Ukrainian army - DPR Defense Ministry""",ITAR-TASS World Service;ITAR-TASS World Service,2015-05-26;2015-05-26,"Child, man killed in Gorlovka shelling by Ukrainian army - DPR Emergencies Ministry;Three killed in Gorlovka shelling by Ukrainian army - DPR Defense Ministry",self-proclaimed Donetsk People’s Republic (DPR) Defense Ministry spokesman Eduard Basurin,2,Horlivka town,Gorlovka town,Donetsk oblast,Horlivka City municipality,48.3,38.05,POINT (38.05 48.3),199157,Ukraine,369,Europe,1,1,2015-05-26T00:00:00,2015-05-26T00:00:00,0,0,3,0,3,3,3,369,
204594,UKR-2015-1-14210-133,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""ITAR-TASS World Service,2015-05-27,Kiev forces shell DPR 25 times over past 24 hours, five persons killed - Defence Ministry"";""Reuters News,2015-05-28,One Ukrainian serviceman killed by land mine in east Ukraine - regional chief""",ITAR-TASS World Service;Reuters News,2015-05-27;2015-05-28,"Kiev forces shell DPR 25 times over past 24 hours, five persons killed - Defence Ministry;One Ukrainian serviceman killed by land mine in east Ukraine - regional chief",Hennadiy Moskal,2,Luhansk town,near Luhansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,POINT (39.3 48.566667),199879,Ukraine,369,Europe,1,2,2015-05-26T00:00:00,2015-05-27T00:00:00,1,0,0,0,1,1,1,369,
204595,UKR-2015-1-14210-134,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""ITAR-TASS World Service,2015-05-27,Kiev forces shell DPR 25 times over past 24 hours, five persons killed - Defence Ministry""",ITAR-TASS World Service,2015-05-27,"Kiev forces shell DPR 25 times over past 24 hours, five persons killed - Defence Ministry",rebel DPR Defence Ministry,4,Donetsk oblast,Donetsk Oblast,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,2,2015-05-26T00:00:00,2015-05-27T00:00:00,0,2,3,0,5,5,5,369,
204596,UKR-2015-1-14210-135,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,3,"""Reuters News,2015-05-29,One Ukrainian servicemen killed in east Ukraine"";""Reuters News,2015-05-29,One Ukrainian servicemen killed in east Ukraine"";""MemoryBook,2015-05-28,Kindracki""",Reuters News;Reuters News;MemoryBook,2015-05-29;2015-05-29;2015-05-28,One Ukrainian servicemen killed in east Ukraine;One Ukrainian servicemen killed in east Ukraine;Kindracki,"Kiev military spokesman
Memorybook",2,Vodiane village,near the village of Vodiane (Yasynuvata district) near Donetsk,Donetsk oblast,Novoazovsk raion,47.147911,37.784462,POINT (37.784462 47.147911),197716,Ukraine,369,Europe,1,1,2015-05-28T00:00:00,2015-05-28T00:00:00,1,0,0,0,1,1,1,369,
204597,UKR-2015-1-14210-136.1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""Agence France Presse,2015-05-31,Five killed in eastern Ukraine fighting""",Agence France Presse,2015-05-31,Five killed in eastern Ukraine fighting,"local military spokesman Evgen Silkin, regional pro-Kiev governor Gennady Moskal",1,Marinka town,Marinka town,Donetsk oblast,Marinka City municipality,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,2,2015-05-30T00:00:00,2015-05-31T00:00:00,2,0,0,0,2,2,2,369,
204598,UKR-2015-1-14210-136.2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""Agence France Presse,2015-05-31,Five killed in eastern Ukraine fighting""",Agence France Presse,2015-05-31,Five killed in eastern Ukraine fighting,"local military spokesman Evgen Silkin, regional pro-Kiev governor Gennady Moskal",2,Debaltseve town,(a village near Debaltseve),Donetsk oblast,Debaltseve City municipality,48.333333,38.4,POINT (38.4 48.333333),199157,Ukraine,369,Europe,1,2,2015-05-30T00:00:00,2015-05-31T00:00:00,1,0,0,0,1,1,1,369,
204599,UKR-2015-1-14210-136.3,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""Agence France Presse,2015-05-31,Five killed in eastern Ukraine fighting"";""ITAR-TASS World Service,2015-05-31,Two civilians die in trip wire mine explosion in settlement of Luganskaya in eastern Ukraine""",Agence France Presse;ITAR-TASS World Service,2015-05-31;2015-05-31,Five killed in eastern Ukraine fighting;Two civilians die in trip wire mine explosion in settlement of Luganskaya in eastern Ukraine,regional pro-Kiev governor Gennady Moskal,1,Stanytsia Luhanska village,Stanitsa Luganska,Luhansk oblast,Luhansk City municipality,48.694329,39.453292,POINT (39.4532924 48.6943296),199879,Ukraine,369,Europe,1,2,2015-05-30T00:00:00,2015-05-31T00:00:00,0,0,2,0,2,2,2,369,
204600,UKR-2015-1-14210-136.4,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""Agence France Presse,2015-05-31,Five killed in eastern Ukraine fighting"";""MemoryBook,2015-05-30,Dusov""",Agence France Presse;MemoryBook,2015-05-31;2015-05-30,Five killed in eastern Ukraine fighting;Dusov,"local military spokesman Evgen Silkin, regional pro-Kiev governor Gennady Moskal
Memorybook",1,Shyrokyne village,in the village of Shirokino (Donetsk region),Donetsk oblast,Novoazovsk raion,47.094565,37.815639,POINT (37.815639 47.094565),197716,Ukraine,369,Europe,1,1,2015-05-31T00:00:00,2015-05-31T00:00:00,1,0,0,0,1,1,1,369,
204601,UKR-2015-1-14210-137,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""ITAR-TASS World Service,2015-06-01,Ukraine’s Gorlovka shelling kills one, wounds four - mayor’s office""",ITAR-TASS World Service,2015-06-01,"Ukraine’s Gorlovka shelling kills one, wounds four - mayor’s office",rebel control mayor's office,1,Zaitseve village,Zaytsevo village,Donetsk oblast,Horlivka City municipality,48.41955,38.032433,POINT (38.032433 48.41955),199157,Ukraine,369,Europe,1,1,2015-05-31T00:00:00,2015-05-31T00:00:00,0,0,1,0,1,1,1,369,
204602,UKR-2015-1-14210-138.1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""Reuters News,2015-06-01,Three Ukrainian serviceman killed in separatist east - Kiev military""",Reuters News,2015-06-01,Three Ukrainian serviceman killed in separatist east - Kiev military,Kiev's military spokesman Andriy Lysenko,2,Mariupol town,Mariupol (near),Donetsk oblast,Mariupol City municipality,47.095833,37.549444,POINT (37.549444 47.095833),197716,Ukraine,369,Europe,1,2,2015-05-31T00:00:00,2015-06-01T00:00:00,1,0,0,0,1,1,1,369,
204603,UKR-2015-1-14210-138.2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""Reuters News,2015-06-01,Three Ukrainian serviceman killed in separatist east - Kiev military"";""MemoryBook,2015-06-01,Ostapukmir""",Reuters News;MemoryBook,2015-06-01;2015-06-01,Three Ukrainian serviceman killed in separatist east - Kiev military;Ostapukmir,"Kiev's military spokesman Andriy Lysenko
Memorybook",2,Kremenivka village,"near the village Kremenivka, Volodarskyi district, Donetsk region",Donetsk oblast,Nikolske raion,47.328577,37.467751,POINT (37.467751 47.328577),197715,Ukraine,369,Europe,1,1,2015-06-01T00:00:00,2015-06-01T00:00:00,1,0,0,0,1,1,1,369,
204604,UKR-2015-1-14210-138.3,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""MemoryBook,2015-06-01,Rudnickyandr"";""Reuters News,2015-06-01,Three Ukrainian serviceman killed in separatist east - Kiev military""",MemoryBook;Reuters News,2015-06-01;2015-06-01,Rudnickyandr;Three Ukrainian serviceman killed in separatist east - Kiev military,"Kiev's military spokesman Andriy Lysenko
Memorybook",2,Shchastia village,near the town of Shchastya near Luhansk,Luhansk oblast,Novoaidar raion,48.736592,39.236568,POINT (39.236568 48.736592),199879,Ukraine,369,Europe,1,1,2015-06-01T00:00:00,2015-06-01T00:00:00,1,0,0,0,1,1,1,369,
204605,UKR-2015-1-14210-139,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""Reuters News,2015-06-03,Two civilians killed in rebel attack in east Ukraine: governor""",Reuters News,2015-06-03,Two civilians killed in rebel attack in east Ukraine: governor,Kiev-controlled regional administration said,2,Luhansk town,near Luhansk,Luhansk oblast,Luhansk City municipality,48.566667,39.3,POINT (39.3 48.566667),199879,Ukraine,369,Europe,1,1,2015-06-03T00:00:00,2015-06-03T00:00:00,0,0,2,0,2,2,2,369,
204606,UKR-2015-1-14210-140,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,8,"""ITAR-TASS World Service,2015-06-03,About 20 killed, 110 wounded as a result of Ukrainian army fire - DPR ministry spokesman"";""Reuters News,2015-06-04,Five Ukrainian servicemen killed in fighting with eastern separatists - presidential aide"";""Agence France Presse,2015-06-04,At least 24 dead in new fighting in east Ukraine"";""Reuters News,2015-06-04,Ukraine's Poroshenko warns of Russian invasion threat after fighting surge"";""Memorbook,2015-06-03,Galushinsky"";""Memorbook,2015-06-03,Pisarenko"";""MemoryBook,2015-06-03,Pyhteev"";""MemoryBook,2015-06-03,Shelyag""",ITAR-TASS World Service;Reuters News;Agence France Presse;Reuters News;Memorbook;Memorbook;MemoryBook;MemoryBook,2015-06-03;2015-06-04;2015-06-04;2015-06-04;2015-06-03;2015-06-03;2015-06-03;2015-06-03,"About 20 killed, 110 wounded as a result of Ukrainian army fire - DPR ministry spokesman;Five Ukrainian servicemen killed in fighting with eastern separatists - presidential aide;At least 24 dead in new fighting in east Ukraine;Ukraine's Poroshenko warns of Russian invasion threat after fighting surge;Galushinsky;Pisarenko;Pyhteev;Shelyag","Rebel (DPR)  Defense Ministry spokesman Eduard Basurin, Ukrainian presidential aide (government side)
Memorybook x4",2,Marinka town,near Maryinka,Donetsk oblast,Marinka City municipality,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2015-06-03T00:00:00,2015-06-03T00:00:00,4,16,5,0,25,25,25,369,
204698,UKR-2015-1-14210-141,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""Agence France Presse,2015-06-05,Child killed, several wounded in east Ukraine: rebels""",Agence France Presse,2015-06-05,"Child killed, several wounded in east Ukraine: rebels",senior rebel commander Eduard Basurin,1,Telmanove town,Telmanove village,Donetsk oblast,Telmanove raion,47.411805,38.014571,POINT (38.014571 47.411805),197717,Ukraine,369,Europe,1,1,2015-06-04T00:00:00,2015-06-04T00:00:00,0,0,1,0,1,1,1,369,
204712,UKR-2015-1-14210-142,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""ITAR-TASS World Service,2015-06-05,9 civilians, 35 militias killed in DPR over past week - DPR human rights ombudsman""",ITAR-TASS World Service,2015-06-05,"9 civilians, 35 militias killed in DPR over past week - DPR human rights ombudsman",rebels,5,Donets Basin Area,conflict area,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,1,2015-06-04T00:00:00,2015-06-04T00:00:00,0,19,0,0,19,19,19,369,
204784,UKR-2015-1-14210-143,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""Reuters News,2015-06-06,One Ukrainian serviceman killed, ten wounded in past 24 hours - Ukraine military"";""MemoryBook,2015-06-05,Mesheryakov""",Reuters News;MemoryBook,2015-06-06;2015-06-05,"One Ukrainian serviceman killed, ten wounded in past 24 hours - Ukraine military;Mesheryakov","Kiev military spokesman Andriy Lysenko
Memorybook",2,Luhanske village,"near the village of Luhansk, Bakhmut district, Donetsk region",Donetsk oblast,Artemivsk raion,48.45253,38.245772,POINT (38.245772 48.45253),199157,Ukraine,369,Europe,1,1,2015-06-05T00:00:00,2015-06-05T00:00:00,1,0,0,0,1,1,1,369,
204785,UKR-2015-1-14210-144,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""Memorbook,2015-06-07,Masliy"";""Reuters News,2015-06-08,Ukraine military blames rebel bomb for patrol boat explosion""",Memorbook;Reuters News,2015-06-07;2015-06-08,Masliy;Ukraine military blames rebel bomb for patrol boat explosion,"Ukrainian military
Memorybook",7,sea outside Mariupol,sea outside Mariupol,,,47.064607,37.600157,POINT (37.600157 47.064607),197716,Ukraine,369,Europe,1,1,2015-06-07T00:00:00,2015-06-07T00:00:00,1,0,0,0,1,1,1,369,
204786,UKR-2015-1-14210-145,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,9,"""Agence France Presse,2015-06-08,Seven Ukrainian soldiers killed when truck hits mine: spokesman"";""Agence France Presse,2015-06-08,Seven Ukraine troops die in mine blast, endangering truce"";""MemoryBook,2015-06-08,Bedriy"";""MemoryBook,2015-06-08,Bobkin"";""MemoryBook,2015-06-08,Gerega"";""MemoryBook,2015-06-08,Dorosenko"";""MemoryBook,2015-06-08,Kernicky"";""MemoryBook,2015-06-08,Mostipanoleks"";""MemoryBook,2015-06-08,Chornoknizhny""",Agence France Presse;Agence France Presse;MemoryBook;MemoryBook;MemoryBook;MemoryBook;MemoryBook;MemoryBook;MemoryBook,2015-06-08;2015-06-08;2015-06-08;2015-06-08;2015-06-08;2015-06-08;2015-06-08;2015-06-08;2015-06-08,"Seven Ukrainian soldiers killed when truck hits mine: spokesman;Seven Ukraine troops die in mine blast, endangering truce;Bedriy;Bobkin;Gerega;Dorosenko;Kernicky;Mostipanoleks;Chornoknizhny","Military spokesman Yevgen Silkin
Memorybook x7",2,Krasnohorivka town,Krasnogorivka (outside),Donetsk oblast,Marinka City municipality,48.006667,37.512778,POINT (37.512778 48.006667),199156,Ukraine,369,Europe,1,1,2015-06-08T00:00:00,2015-06-08T00:00:00,7,0,0,0,7,7,7,369,
204787,UKR-2015-1-14210-146,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""MemoryBook,2015-06-08,Brikandr"";""Reuters News,2015-06-09,Eight Ukrainian servicemen killed in past 24 hours - military""",MemoryBook;Reuters News,2015-06-08;2015-06-09,Brikandr;Eight Ukrainian servicemen killed in past 24 hours - military,"Ukraine spokesman Andriy Lysenko
Memorybook",2,Hrechyshkyne village,"near the village of Grechyshkyne (Novoaydarsky district, Luhansk region)",Luhansk oblast,Novoaidar raion,48.866,38.896179,POINT (38.896179 48.866),199878,Ukraine,369,Europe,1,2,2015-06-08T00:00:00,2015-06-09T00:00:00,1,0,0,0,1,1,1,369,
204788,UKR-2015-1-14210-147.1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""Agence France Presse,2015-06-11,Three civilians, two soldiers killed in east Ukraine""",Agence France Presse,2015-06-11,"Three civilians, two soldiers killed in east Ukraine","Kiev-appointed governor of Luhansk, self-proclaimed deputy defence minister of Donetsk, Eduard Basurin, Kiev campaign's chief military spokesman Andriy Lysenko",1,Horlivka town,Gorlivka,Donetsk oblast,Horlivka City municipality,48.3,38.05,POINT (38.05 48.3),199157,Ukraine,369,Europe,1,2,2015-06-10T00:00:00,2015-06-11T00:00:00,0,0,3,0,3,3,3,369,
204789,UKR-2015-1-15101-1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,2,"""Agence France Presse,2015-06-11,Three civilians, two soldiers killed in east Ukraine"";""MemoryBook,2015-06-10,Sak""",Agence France Presse;MemoryBook,2015-06-11;2015-06-10,"Three civilians, two soldiers killed in east Ukraine;Sak","Kiev-appointed governor of Luhansk, self-proclaimed deputy defence minister of Donetsk, Eduard Basurin, Kiev campaign's chief military spokesman Andriy Lysenko
Memorybook",2,Novotoshkivske village,"near the village of Novotoshkivske (Popasna district, Luhansk region)",Luhansk oblast,Popasna raion,48.724788,38.63232,POINT (38.63232 48.724788),199878,Ukraine,369,Europe,1,1,2015-06-10T00:00:00,2015-06-10T00:00:00,1,0,0,0,1,1,1,369,
204790,UKR-2015-1-14210-147.3,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""MemoryBook,2015-06-10,Denisukden"";""Agence France Presse,2015-06-11,Three civilians, two soldiers killed in east Ukraine""",MemoryBook;Agence France Presse,2015-06-10;2015-06-11,"Denisukden;Three civilians, two soldiers killed in east Ukraine","Kiev-appointed governor of Luhansk, self-proclaimed deputy defence minister of Donetsk, Eduard Basurin, Kiev campaign's chief military spokesman Andriy Lysenko
Memorybook",1,Shyrokyne village,in the village of Shirokino (Donetsk region),Donetsk oblast,Novoazovsk raion,47.094565,37.815639,POINT (37.815639 47.094565),197716,Ukraine,369,Europe,1,1,2015-06-10T00:00:00,2015-06-10T00:00:00,1,0,0,0,1,1,1,369,
204791,UKR-2015-1-14210-148.1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,3,"""Agence France Presse,2015-06-13,Six Ukraine soldiers killed in separatist east: Kiev"";""MemoryBook,2015-06-12,Dub"";""MemoryBook,2015-06-12,Kesler""",Agence France Presse;MemoryBook;MemoryBook,2015-06-13;2015-06-12;2015-06-12,Six Ukraine soldiers killed in separatist east: Kiev;Dub;Kesler,"Chief military spokesman (Ukraine) Andriy Lysenko
Memorybook x2",2,Luhanske village,near the village of Luhansk (Donetsk region),Donetsk oblast,Artemivsk raion,48.45253,38.245772,POINT (38.245772 48.45253),199157,Ukraine,369,Europe,1,1,2015-06-12T00:00:00,2015-06-12T00:00:00,2,0,0,0,2,2,2,369,
204792,UKR-2015-1-15101-2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""ITAR-TASS World Service,2015-06-14,One woman dies, another injured in shelling of Lugansk""",ITAR-TASS World Service,2015-06-14,"One woman dies, another injured in shelling of Lugansk",separatist militia,1,Luhansk town,Luhansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,POINT (39.3 48.566667),199879,Ukraine,369,Europe,1,2,2015-06-13T00:00:00,2015-06-14T00:00:00,0,0,1,0,1,1,1,369,
204793,UKR-2015-1-14210-150,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Reuters News,2015-06-14,One Ukrainian serviceman killed as eastern attacks intensify"";""MemoryBook,2015-06-13,Kulikov""",Reuters News;MemoryBook,2015-06-14;2015-06-13,One Ukrainian serviceman killed as eastern attacks intensify;Kulikov,"Ukrainian military
Memorybook",2,Marinka town,near the city of Marinka (Donetsk region),Donetsk oblast,Marinka City municipality,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2015-06-13T00:00:00,2015-06-13T00:00:00,1,0,0,0,1,1,1,369,
204794,UKR-2015-1-15100-11.1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""MemoryBook,2015-06-14,Kuchmiy"";""Reuters News,2015-06-15,Two soldiers killed as Ukraine warns of escalating violence in east""",MemoryBook;Reuters News,2015-06-14;2015-06-15,Kuchmiy;Two soldiers killed as Ukraine warns of escalating violence in east,"Ukrainian military spokesman Andriy Lysenko
Memorybook",2,Marinka town,near the town of Marinka (Donetsk region),Donetsk oblast,Marinka City municipality,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2015-06-14T00:00:00,2015-06-14T00:00:00,1,0,0,0,1,1,1,369,
204795,UKR-2015-1-15101-3,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,3,"""Reuters News,2015-06-16,Two Ukrainian servicemen killed in east Ukraine - regional chief"";""MemoryBook,2015-06-15,Zabelin"";""MemoryBook,2015-06-15,Sokil""",Reuters News;MemoryBook;MemoryBook,2015-06-16;2015-06-15;2015-06-15,Two Ukrainian servicemen killed in east Ukraine - regional chief;Zabelin;Sokil,"Kiev spokesperson Hennadiy Moskal
Memorybook x2",2,Kryakivka village,"near the village of Kryakivka (Novoaidar district, Luhansk region)",Luhansk oblast,Novoaidar raion,48.766169,38.912867,POINT (38.912867 48.766169),199878,Ukraine,369,Europe,1,1,2015-06-15T00:00:00,2015-06-15T00:00:00,2,0,0,0,2,2,1,369,
204797,UKR-2015-1-14210-153.1,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,4,"""Reuters News,2015-06-18,Three Ukrainian soldiers killed as fighting intensifies in east: Ukraine military"";""Reuters News,2015-06-18,Three Ukrainian soldiers killed as fighting intensifies in east - Ukraine military"";""MemoryBook,2015-06-17,Geno"";""MemoryBook,2015-06-17,Melnikovvol""",Reuters News;Reuters News;MemoryBook;MemoryBook,2015-06-18;2015-06-18;2015-06-17;2015-06-17,Three Ukrainian soldiers killed as fighting intensifies in east: Ukraine military;Three Ukrainian soldiers killed as fighting intensifies in east - Ukraine military;Geno;Melnikovvol,"Ukrainian military spokesman Andriy Lysenko
Memorybook x2",2,Krasnohorivka town,"near the city of Krasnohorivka (Maryinsky district, Donetsk region)",Donetsk oblast,Marinka City municipality,48.006667,37.512778,POINT (37.512778 48.006667),199156,Ukraine,369,Europe,1,1,2015-06-17T00:00:00,2015-06-17T00:00:00,2,0,0,0,2,2,2,369,
204798,UKR-2015-1-14210-154,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""ITAR-TASS World Service,2015-06-19,Woman killed in Kiev shelling in Donetsk - Mayor’s Office""",ITAR-TASS World Service,2015-06-19,Woman killed in Kiev shelling in Donetsk - Mayor’s Office,Donetsk municipal administration,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,POINT (37.805278 48),199156,Ukraine,369,Europe,1,1,2015-06-18T00:00:00,2015-06-18T00:00:00,0,0,1,0,1,1,1,369,
